PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Fluorescence Polarization (mP)_A,Fluorescence Intensity_A,Fluorescence Polarization (mP)_B,Fluorescence Intensity_B,Normalized % Inhibition_A,Normalized % Inhibition_B,Normalized % Inhibition_Avg,Normalized Fluorescence Intensity_A,Normalized Fluorescence Intensity_B
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"Fluoresence polarization for replicate A, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate A.,"Fluoresence polarization for replicate B, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate B.,"Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate A.","Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate B.","Fluorescence polarization, normalized to plate average FP of positive and negative controls (average of A and B replicates)",Fluorescence intensity normalized to average intensity of all wells on plate.,Fluorescence intensity normalized to average intensity of all wells on plate.
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,RATIO,RATIO
6634,92273652,2804271,CC(=O)NCC1=C(C=CC=C1Cl)F,Inactive,1,,,198.9,2.6842e+07,197.7,2.68406e+07,-0.09,1.18,0.55,98.29,98.29
6635,92273653,2803395,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)SC,Inactive,1,,,196.6,2.78254e+07,197.7,2.77732e+07,1.42,1.18,1.3,101.89,101.7
6636,92273654,45108811,C1CNC(=NC1)C2=CC=CC=C2SCC3=C(C=CC=C3Cl)F.[Br-],Inactive,0,,,199.2,2.69771e+07,198.2,2.69578e+07,-0.29,0.85,0.28,98.78,98.72
6637,92273655,2803468,CC1=C(C(=C(C(=C1C)C)CSC2=NCCS2)C)C,Inactive,3,,,194.7,2.73412e+07,195.9,2.74955e+07,2.68,2.36,2.52,100.11,100.68
6638,92273656,2804477,C1C2=C(C(=CC(=C2)Cl)C[N+]3=CC=CC=C3)OCO1.[Cl-],Inactive,1,,,196.7,2.76887e+07,197.4,2.75926e+07,1.36,1.38,1.37,101.39,101.04
6639,92273657,727888,CN1C(=NNC1=S)CC#N,Inactive,2,,,195.6,2.62767e+07,197.9,2.61971e+07,2.08,1.05,1.57,96.22,95.93
6640,92273658,2804564,CC1CC(CN(C1)S(=O)(=O)C2=C(C(=C(C(=C2C)C)C)C)C)C,Inactive,2,,,197.1,2.78549e+07,196.2,2.79266e+07,1.1,2.16,1.63,102,102.26
6641,92273659,2803686,C1=CC(=CC(=C1)C#N)CSC2=NN=C(S2)SCC3=CC(=CC=C3)C#N,Inactive,3,,,195.6,2.73426e+07,194.4,2.7315e+07,2.08,3.34,2.71,100.12,100.02
6642,92273660,2804625,CC1(N=C(N(O1)C2=CC=CC=C2)NS(=O)(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C,Inactive,1,,,198,2.71479e+07,197.3,2.73363e+07,0.5,1.44,0.97,99.41,100.1
6643,92273661,2803765,CC1N=C(N2N1C(=NC2C)SCC#N)SCC#N,Inactive,2,,,197,2.73584e+07,193.9,2.72453e+07,1.16,3.67,2.42,100.18,99.77
6644,92273662,2804724,C1=CC=C(C(=C1)C(=O)NCC2=C(C=CC=C2Cl)F)N,Inactive,1,,,197.2,2.71666e+07,197.8,2.73428e+07,1.03,1.11,1.07,99.47,100.13
6645,92273663,2801331,COC1=CC=CC=C1C2[C@@H](CC(=O)O2)C(=O)OC3=CC=CC(=C3)C(F)(F)F,Inactive,0,,,201,2.71898e+07,198.5,2.71642e+07,-1.47,0.65,-0.41,99.56,99.47
6646,92273664,2802214,C1CN(C(=O)N1)CCNC(=S)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Inactive,0,,,199.5,2.75661e+07,200.3,2.73943e+07,-0.49,-0.52,-0.51,100.94,100.31
6647,92273665,2801429,CC1=C2CCCC2=C(C=C1)OC(C)(C)C(=O)NC3=CN=C(C=C3)OC4=C(C=C(C=C4)F)F,Inactive,0,,,201.4,2.71448e+07,199.9,2.72371e+07,-1.74,-0.26,-1,99.39,99.74
6648,92273666,2802278,CC1=CC=CC=C1NC2=NCC(S2)(C)C,Inactive,0,,,202.2,2.72232e+07,201.5,2.72483e+07,-2.26,-1.31,-1.79,99.68,99.78
6649,92273667,725576,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)N,Inactive,0,,,199.9,2.74226e+07,199,2.74678e+07,-0.75,0.33,-0.21,100.41,100.58
6650,92273668,2802348,CC(C)(C)NC(=O)OC1=CC=C(C=C1)Cl,Inactive,0,,,199,2.7469e+07,199.6,2.74896e+07,-0.16,-0.07,-0.12,100.58,100.66
6651,92273669,71716,CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OC(=CC2=O)C(=O)O,Inactive,0,,,200.1,2.73453e+07,200.8,2.74101e+07,-0.88,-0.85,-0.87,100.13,100.37
6652,92273670,2802382,C=CCNC(=O)N1CC(C1)OC2=CC=C(C=C2)Cl,Inactive,0,,,201.1,2.70357e+07,199.5,2.71273e+07,-1.54,0,-0.77,99,99.34
6653,92273671,2801649,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3C4=CC=CC=C4OC5=CC=CC=C35,Inactive,1,,,196.1,2.73247e+07,198,2.72364e+07,1.75,0.98,1.37,100.05,99.74
6654,92273672,84957,C1CCC(CC1)NC2=CC=CC=N2,Inactive,1,,,197.2,2.75426e+07,197,2.74427e+07,1.03,1.64,1.34,100.85,100.49
6655,92273673,2801738,CC(C)(C1=CC(=CC(=C1)OC)OC)OC(=O)NN,Inactive,1,,,198.1,2.73157e+07,197.9,2.72855e+07,0.44,1.05,0.75,100.02,99.92
6656,92273674,2802539,C1=C(C=NC=C1Br)CC(=O)O,Inactive,0,,,200.6,2.71015e+07,198.9,2.71712e+07,-1.21,0.39,-0.41,99.24,99.5
6657,92273675,135454241,C/C(=N\O)/C1=C(C2=CC=CC=C2N(C1=O)C)O,Inactive,0,,,199.2,2.73479e+07,199.1,2.72839e+07,-0.29,0.26,-0.02,100.14,99.91
6658,92273676,135400759,CC1(OC2C(OC(C2O1)N3C=NC4=C3N=CNC4=O)CO)C,Inactive,0,,,198.6,2.77111e+07,199.2,2.77327e+07,0.11,0.2,0.16,101.47,101.55
6659,92273677,2801931,CC(=O)OCC1=CC=CC=C1SC2=CC=CC=C2C(=O)NCC3=CC=CC=C3,Inactive,2,,,197.1,2.74854e+07,194.9,2.76394e+07,1.1,3.01,2.06,100.64,101.21
6660,92273678,135419030,CN1C2=C(C(=C(C1=O)C=NCC3=CC=CC=C3)O)C(=O)N(C(=O)N2C)C,Inactive,1,,,197.2,2.74669e+07,198.7,2.74717e+07,1.03,0.52,0.78,100.57,100.6
6661,92273679,2801991,COC(=O)C1=CC(=O)N=C2N1C3[C@H](O2)C([C@H](O3)CO)O,Inactive,1,,,198.3,2.69073e+07,196.5,2.70557e+07,0.3,1.96,1.13,98.53,99.07
6662,92273680,2802827,C1C2CC3(CC1CC(C2)(C3)O)CCC(=O)O,Inactive,0,,,198.6,2.76222e+07,199,2.74676e+07,0.11,0.33,0.22,101.14,100.58
6663,92273681,2802032,CCN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl,Inactive,2,,,197.8,2.73175e+07,194.9,2.74904e+07,0.63,3.01,1.82,100.03,100.67
6664,92273682,251747,CC1=CC=C(C=C1)S(=O)(=O)N=S(CC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,0,,,202.9,2.74835e+07,202.6,2.74743e+07,-2.73,-2.03,-2.38,100.64,100.61
6665,92273683,2802164,CC(C)(C)C1=NNC(=O)C=C1,Inactive,0,,,200.7,2.74913e+07,201,2.76138e+07,-1.28,-0.98,-1.13,100.66,101.12
6666,92273684,2802894,C1=CC=C(C=C1)[C@H]2[C@@H](N(NC2=O)C(=O)NC3=CC=C(C=C3)Br)C4=CC=CC=C4,Inactive,0,,,202.1,2.69389e+07,200.9,2.69367e+07,-2.2,-0.92,-1.56,98.64,98.64
6667,92273685,5713367,COC(=O)/C=C/C1=CN(C(=O)NC1=O)C2C(C(CO2)CO)O,Inactive,0,,,205,2.58051e+07,202.7,2.58093e+07,-4.11,-2.1,-3.11,94.49,94.51
6668,92273686,2803876,C1=CC(=CC(=C1)C(F)(F)F)CS(=O)CC(=O)NN,Inactive,0,,,201.3,2.61081e+07,201.9,2.63168e+07,-1.67,-1.57,-1.62,95.6,96.37
6669,92273687,2803014,C1=CC=C2C(=C1)C=CC=C2C=C3C(=O)NC(=O)NC3=O,Inactive,0,,,200.5,2.62012e+07,201,2.61358e+07,-1.14,-0.98,-1.06,95.94,95.71
6670,92273688,9583405,C1=C(OC(=C1)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)/C=N/O,Inactive,0,,,200.3,2.652e+07,202.2,2.65696e+07,-1.01,-1.77,-1.39,97.11,97.29
6671,92273689,2803089,COC1=CC=CC(=C1)NC(=S)NC(CC2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,200.6,2.6625e+07,202.1,2.6753e+07,-1.21,-1.7,-1.46,97.49,97.97
6672,92273690,2804053,C1COCCN1C2=NC=C(C=C2)NC(=S)NC3=C(C=CC(=C3)Cl)Cl,Inactive,0,,,200.1,2.61665e+07,198.4,2.61658e+07,-0.88,0.72,-0.08,95.81,95.82
6673,92273691,330499,COC1=CC=C(C=C1)CSC2=C(C(=O)NC3(S2)CCCCC3)C#N,Active,39,,,141.1,2.66155e+07,138.6,2.67678e+07,37.98,39.88,38.93,97.46,98.02
6674,92273692,135419031,C1C2CC(C1C=C2)N=C3NC(=O)C(S3)CC(=O)NC4=CC=CC=C4Cl,Inactive,2,,,196.3,2.66816e+07,196.4,2.68332e+07,1.62,2.03,1.83,97.7,98.26
6675,92273693,135502270,CCNC1=CC(=[N+](C2=NNC(=C12)/N=C/C3=C(C(=CC(=C3)Cl)Cl)O)CC)N.[Cl-],Inactive,0,,,200.3,2.60526e+07,200.2,2.59809e+07,-1.01,-0.46,-0.74,95.4,95.14
6676,92273694,9580383,C1CCN(CC1)C/C(=N/O)/N,Inactive,1,,,197.3,2.67492e+07,199.4,2.69799e+07,0.96,0.07,0.52,97.95,98.8
6677,92273695,2803329,C1CC(OC1)CN(CCC#N)C(=S)NC2CC3CC2C=C3,Inactive,1,,,197.9,2.65765e+07,197.9,2.66776e+07,0.57,1.05,0.81,97.31,97.69
6678,92273696,2804272,C1C[NH+]=C(N1)SCC2=C(C=CC=C2Cl)F.[Br-],Inactive,0,,,202.1,2.66734e+07,198.9,2.69288e+07,-2.2,0.39,-0.91,97.67,98.61
6679,92273697,330502,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N3CCCN4C3C5=CC=CC=C5C4=O,Inactive,0,,,199.1,2.65778e+07,199.3,2.67343e+07,-0.22,0.13,-0.05,97.32,97.9
6680,92273698,2804414,C1CCN(C1)C(=O)C2=NC3=CC=CC=C3C(=O)N2N,Inactive,0,,,199.3,2.69072e+07,199,2.70659e+07,-0.35,0.33,-0.01,98.53,99.11
6681,92273699,2803474,CCOC(=O)CCC1=CC=C(C=C1)OCC2=C(C(=C(C(=C2C)C)C)C)C,Inactive,2,,,195.5,2.66472e+07,197,2.68646e+07,2.15,1.64,1.9,97.57,98.37
6682,92273700,2804489,CC1=C(C(=C(C(=C1C)C)S(=O)(=O)NCCCN2CCOCC2)C)C,Inactive,0,,,199.3,2.67249e+07,199.8,2.68929e+07,-0.35,-0.2,-0.28,97.86,98.48
6683,92273701,2803586,CC1=C(C(=C(C(=C1C)C)C(=O)CCC2=CC(=CC=C2)NC(=O)C3CCC3)C)C,Inactive,1,,,198.4,2.64655e+07,198.2,2.6642e+07,0.24,0.85,0.55,96.91,97.56
6684,92273702,2804565,CC1=C(C(=C(C(=C1C)C)S(=O)(=O)N=C(N)N)C)C,Inactive,0,,,198.2,2.69183e+07,199,2.71319e+07,0.37,0.33,0.35,98.57,99.35
6685,92273703,9583364,C1=CC(=CC=C1C2=CSC(=N2)C/C(=N/O)/N)Cl,Inactive,0,,,200,2.64327e+07,200.6,2.66667e+07,-0.82,-0.72,-0.77,96.79,97.65
6686,92273704,2804632,CC1=C(SN=N1)C(=O)NC(=O)NC2=CC(=CC(=C2)Cl)Cl,Inactive,0,,,201.4,2.65594e+07,200.2,2.66528e+07,-1.74,-0.46,-1.1,97.25,97.6
6687,92273705,747450,CC1(NC(=S)N(N1)C2=CC=CC=C2)C,Inactive,0,,,200.8,2.67427e+07,199.5,2.69435e+07,-1.34,0,-0.67,97.92,98.66
6688,92273706,2804747,CSC1=C(C(=NC(=N1)C2=CC=C(C=C2)Cl)SC)Cl,Inactive,0,,,200.2,2.68217e+07,202.9,2.67984e+07,-0.95,-2.23,-1.59,98.21,98.13
6689,92273707,2804755,CC1CC(CN(C1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(C=C3)Cl)C(=O)O)C,Inactive,0,,,201.6,2.67426e+07,204.5,2.64608e+07,0.45,0.27,0.36,97.12,98.31
6690,92273708,2805606,CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(N(N=C2C)C)Cl)C,Inactive,0,,,204.1,2.6767e+07,204.3,2.64301e+07,-1.19,0.4,-0.4,97.21,98.2
6691,92273709,5934988,CN(C)/C=N/S(=O)(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Inactive,3,,,199.8,2.70915e+07,199.5,2.64337e+07,1.63,3.49,2.56,98.39,98.21
6692,92273710,2805690,C1CC(N(C1)C(=S)NC2=C(C=C(C=C2)Cl)Cl)C3=CC=CS3,Inactive,1,,,203.2,2.71947e+07,201.8,2.64831e+07,-0.6,2.01,0.71,98.77,98.4
6693,92273711,2804884,CN1C(=CC=N1)C2=C(C(=CC(=C2)F)F)O,Inactive,0,,,212,2.85576e+07,202,2.64915e+07,-6.37,1.88,-2.25,103.72,98.43
6694,92273712,2805830,C1COCCN1C(=O)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,203.2,2.74334e+07,204.7,2.67844e+07,-0.6,0.14,-0.23,99.63,99.51
6695,92273713,2804991,C1=CC(=C(C(=C1)Cl)COC(=O)C2=CC=C(C=C2)Cl)F,Inactive,0,,,203.7,2.72523e+07,205.7,2.64314e+07,-0.93,-0.51,-0.72,98.97,98.2
6696,92273714,5714028,CN(C)/C=C/C(=O)C1=C(C=CC(=C1)OCC(F)(F)F)OCC(F)(F)F,Inactive,0,,,205.3,2.73887e+07,204.2,2.65593e+07,-1.98,0.46,-0.76,99.47,98.68
6697,92273715,2805070,CC1=CC(=CC(=C1F)C)S(=O)(=O)NN(C)C2=C(C(=CC=C2)Cl)C#N,Inactive,0,,,203.6,2.72683e+07,204.3,2.657e+07,-0.86,0.4,-0.23,99.03,98.72
6698,92273716,2806031,CN(C)/C=C\1/C(=O)C2=CC=CC=C2CS1,Inactive,0,,,203.1,2.72698e+07,202.7,2.65442e+07,-0.54,1.43,0.45,99.04,98.62
6699,92273717,2805187,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)C3=CC=C(C=C3)F,Inactive,1,,,204,2.7435e+07,200.3,2.66354e+07,-1.13,2.97,0.92,99.64,98.96
6700,92273718,2806104,COC1=C(C(=CC=C1)OC)C(=O)NN,Inactive,0,,,204.2,2.73586e+07,206.4,2.65759e+07,-1.26,-0.96,-1.11,99.36,98.74
6701,92273719,2805249,CC1=C(C(=O)OC1C2=C(C=CC=C2Cl)F)O,Inactive,0,,,203.8,2.73972e+07,206.9,2.6531e+07,-1,-1.28,-1.14,99.5,98.57
6702,92273720,2806218,CC1=CC(=C(C(=C1Cl)C)Cl)OCC2=CSC(=N2)C,Inactive,0,,,207.5,2.74448e+07,207.5,2.6585e+07,-3.42,-1.67,-2.55,99.67,98.77
6703,92273721,2805333,C1=CSC(=C1)C(=O)C(C#N)C(=O)NC2=CC=C(C=C2)Cl,Inactive,9,,,189.3,2.70303e+07,189.4,2.62128e+07,8.51,10,9.26,98.17,97.39
6704,92273722,2806357,CC1C2=C(CCN1C(=S)NC(=O)C3=CC=CS3)SC=C2,Inactive,0,,,208.4,2.74461e+07,207.2,2.65993e+07,-4.01,-1.48,-2.75,99.68,98.83
6705,92273723,2805441,CN1C(=NC(=N1)NS(=O)(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)SC,Inactive,0,,,204.3,2.75356e+07,207.2,2.67173e+07,-1.32,-1.48,-1.4,100,99.27
6706,92273724,2806433,C1CCN(C1)C(=O)C(C#N)C(=S)NC2=CC=CC(=C2)C(F)(F)F,Inactive,0,,,206.6,2.74002e+07,206.6,2.66205e+07,-2.83,-1.09,-1.96,99.51,98.91
6707,92273725,2805510,CC1=C(C(=NN1C)C)NC(=O)NC2=CC=CC=C2,Inactive,0,,,206.5,2.74531e+07,206.7,2.66744e+07,-2.77,-1.15,-1.96,99.7,99.11
6708,92273726,45108812,C1=CC=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)Br.[Cl-],Inactive,0,,,211.7,2.7367e+07,212.2,2.67043e+07,-6.18,-4.7,-5.44,99.39,99.22
6709,92273727,2805567,C1CCNC(=O)C(C1)NC2=NNC(=N2)N,Inactive,0,,,205.5,2.75645e+07,207.7,2.68e+07,-2.11,-1.8,-1.96,100.11,99.57
6710,92273728,45108813,C1CCN2C(=CSC2=NC1)C3=CC=CC=C3.[Br-],Inactive,0,,,209.4,2.73602e+07,209.9,2.65701e+07,-4.67,-3.22,-3.95,99.37,98.72
6711,92273729,2806706,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2C3=NC4=CC=CC=C4N3,Inactive,6,,,195,2.69791e+07,195.2,2.66847e+07,4.78,6.26,5.52,97.98,99.14
6712,92273730,2807729,CSC1=CC(=NC(=C1)C2=CC=CS2)C3=CC=C(C=C3)Cl,Inactive,5,,,194.1,2.77627e+07,197.9,2.69606e+07,5.37,4.52,4.95,100.83,100.17
6713,92273731,45108814,CN1CNC(=NC1)SCC2=CC=C(C=C2)C#N.[Br-],Inactive,5,,,194.9,2.77303e+07,196.9,2.69171e+07,4.84,5.17,5.01,100.71,100.01
6714,92273732,5714320,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)N/C=C/C2=CSC=C2,Inactive,5,,,194.3,2.77264e+07,198.4,2.67366e+07,5.23,4.2,4.72,100.7,99.34
6715,92273733,2806880,CC1=CC2=C(C=C1)OC(N2)C3=CC=C(C=C3)N(C)C,Inactive,4,,,198.4,2.80189e+07,197.1,2.70598e+07,2.55,5.04,3.8,101.76,100.54
6716,92273734,2807902,CC1=CC(=O)N(C1=O)C2=NN(C=C2)C,Inactive,5,,,195.4,2.78052e+07,197.9,2.68576e+07,4.51,4.52,4.52,100.98,99.79
6717,92273735,2806930,C1C2C=CC1C(C2C(=O)NC3=CC=C(C=C3)Cl)C(=O)O,Inactive,3,,,198.2,2.77958e+07,198.9,2.6794e+07,2.68,3.88,3.28,100.95,99.55
6718,92273736,2808006,CCCC1=C(C=NN1C2=CC=CC=C2)C3=NC(=NO3)C4=CC=C(C=C4)Cl,Inactive,4,,,199.1,2.77162e+07,196.7,2.68614e+07,2.09,5.3,3.7,100.66,99.8
6719,92273737,2807069,C1CCCC(CC1)(C#N)NC2=CC=CC(=C2)C(F)(F)F,Inactive,5,,,195.3,2.79588e+07,196.5,2.70162e+07,4.58,5.43,5.01,101.54,100.38
6720,92273738,2808063,CC1=CSC2=C1N=CN=C2N3CCSCC3,Inactive,3,,,199.3,2.79742e+07,199.3,2.70786e+07,1.96,3.62,2.79,101.6,100.61
6721,92273739,2807104,CS(=O)(=O)N1CCCN2C1C3=CC=CC=C3C2=O,Inactive,5,,,194.9,2.80763e+07,197.1,2.71806e+07,4.84,5.04,4.94,101.97,100.99
6722,92273740,2808162,C1CC2=CC=CC=C2OC1C3=NC(=NO3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,3,,,196.9,2.81288e+07,200.9,2.70952e+07,3.53,2.59,3.06,102.16,100.67
6723,92273741,2807257,CC1=C(C(=C(C(=C1C)C)CSCC2=NNC(=S)N2C3=CC=C(C=C3)F)C)C,Inactive,3,,,196.8,2.78225e+07,201.7,2.68362e+07,3.6,2.07,2.84,101.05,99.71
6724,92273742,2808301,CC1=CSC2=C1C(=NC=N2)SC3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)F,Inactive,4,,,197.3,2.80751e+07,199,2.70095e+07,3.27,3.81,3.54,101.96,100.35
6725,92273743,2807353,CSC(=NC(=O)C1=C(C=CC=C1Cl)Cl)N2CCCC2,Inactive,3,,,198.6,2.81918e+07,199.3,2.72473e+07,2.41,3.62,3.02,102.39,101.23
6726,92273744,2808515,CC1=CSC2=NC=NC(=C12)N3CCN(CC3)C(=S)NCC4CC4,Inactive,4,,,195.9,2.7935e+07,198.9,2.68372e+07,4.19,3.88,4.04,101.45,99.71
6727,92273745,2807454,CC1=CC=C(C(=O)N1)C(=S)N,Inactive,5,,,192.8,2.78207e+07,197.8,2.67355e+07,6.22,4.59,5.41,101.04,99.33
6728,92273746,610097,COC1=C(C=C2C(=C1)CCNC2=O)OC,Inactive,3,,,198.2,2.80046e+07,199.7,2.69692e+07,2.68,3.36,3.02,101.71,100.2
6729,92273747,2807531,C1=CC(=CC=C1C=NC2=C(N(C(=O)N=C2C#N)C3=CC=C(C=C3)OC(F)(F)F)N)C(F)(F)F,Inactive,4,,,196.1,2.83296e+07,198.3,2.72971e+07,4.05,4.26,4.16,102.89,101.42
6730,92273748,2808789,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=C(C(=CS2)C)C(=O)C3=CC=CC=C3,Inactive,2,,,200.3,2.7627e+07,201.7,2.65931e+07,1.3,2.07,1.69,100.34,98.8
6731,92273749,2807635,CC1=CSC(=C1C(=O)N)NC(=O)CSC2=CC=C(C=C2)Cl,Inactive,2,,,198.9,2.79532e+07,202.7,2.69472e+07,2.22,1.43,1.83,101.52,100.12
6732,92273750,717704,C1=CC=C(C(=C1)NC(=S)NN)Cl,Inactive,1,,,199.5,2.81616e+07,203.6,2.68808e+07,1.82,0.85,1.34,102.28,99.87
6733,92273751,2804774,CC1=CC(=NN1CC2=C(C=CC=C2Cl)Cl)C,Inactive,6,,,194.3,2.67833e+07,194.6,2.625e+07,5.23,6.65,5.94,97.27,97.53
6734,92273752,2805621,CC1SCC(CS1)NC(=O)C2=CC=CC=C2Cl,Inactive,5,,,194.1,2.73805e+07,196.6,2.64217e+07,5.37,5.36,5.37,99.44,98.17
6735,92273753,2804858,CC(C)(C)N1C=NNC1=S,Inactive,5,,,194.8,2.72887e+07,197,2.65005e+07,4.91,5.1,5.01,99.11,98.46
6736,92273754,2805710,CC1=C(C=NN1C2=CC=C(C=C2)Cl)C(=O)N,Inactive,3,,,197.9,2.7266e+07,198.9,2.64412e+07,2.87,3.88,3.38,99.02,98.24
6737,92273755,5713868,CN(C)/C=C\1/C(=O)N/C(=C\C(=O)C2=CC=CS2)/S1,Inactive,0,,,253.7,3.16616e+07,258.1,3.10667e+07,-33.73,-34.3,-34.02,114.99,115.43
6738,92273756,2805865,C1=CC(=C(C=C1F)F)C2=CC=C(O2)C3=CC=NN3S(=O)(=O)C4=C(C=C(C=C4)F)F,Inactive,5,,,195.6,2.75451e+07,197.2,2.67102e+07,4.38,4.97,4.68,100.04,99.24
6739,92273757,9583484,C1CSCCN1/C(=N/S(=O)(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)/N,Inactive,3,,,198.7,2.75108e+07,199.2,2.66152e+07,2.35,3.68,3.02,99.91,98.89
6740,92273758,135520642,C1=CC(=CC=C1CSC/C(=N\O)/NC(=O)N)Cl,Inactive,3,,,199,2.68498e+07,200.1,2.61717e+07,2.15,3.1,2.63,97.51,97.24
6741,92273759,586308,C1C2=C(C(=CC(=C2)F)CSC3=CC=C(C=C3)Cl)OCO1,Inactive,4,,,196,2.74587e+07,198.8,2.64284e+07,4.12,3.94,4.03,99.72,98.19
6742,92273760,2806044,CCOC(=O)CC1=NC(=NC=C1C(=O)OCC)N,Inactive,5,,,194.4,2.80349e+07,198.9,2.70852e+07,5.17,3.88,4.53,101.82,100.63
6743,92273761,2805197,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(C3=CC=C(C=C3)F)O,Inactive,3,,,197.4,2.74986e+07,200.6,2.65121e+07,3.2,2.78,2.99,99.87,98.5
6744,92273762,2806105,CN(C1=C(C(=CC=C1)F)C#N)NC2C3=C(C(=C(C=C3)OC)OC)C(=O)O2,Inactive,3,,,200.4,2.7665e+07,198.6,2.6938e+07,1.23,4.07,2.65,100.47,100.09
6745,92273763,9583502,CN(C)/C=N/C(=S)NC1CC2CC1C=C2,Inactive,3,,,198.2,2.67376e+07,200.1,2.59682e+07,2.68,3.1,2.89,97.11,96.48
6746,92273764,2806223,C1C(CN(CN1CC2=CC=CC=C2)CC3=CC=CC=C3)C4=NNN=N4,Inactive,2,,,199.5,2.78097e+07,202.3,2.66974e+07,1.82,1.68,1.75,101,99.19
6747,92273765,2805334,CC1=NN(C=C1C2=CC=CC=C2)C(=O)NC,Inactive,1,,,200.2,2.78019e+07,204.8,2.68293e+07,1.37,0.07,0.72,100.97,99.68
6748,92273766,2806386,CC1C2=C(CCN1S(=O)(=O)C3=CC=CC=C3)SC=C2,Inactive,2,,,200.4,2.78994e+07,201.1,2.68287e+07,1.23,2.46,1.85,101.32,99.68
6749,92273767,2805444,CN(C)C1=C(C(=CC=C1)N(C)C)CNC(=O)C2=CC=CC=C2F,Inactive,2,,,200.4,2.6734e+07,200.9,2.58897e+07,1.23,2.59,1.91,97.09,96.19
6750,92273768,2806436,C1=CC=C(C(=C1)NC(=S)C(C#N)C(=O)NC2=CC=CC(=C2)C(F)(F)F)Cl,Inactive,2,,,199.6,2.80344e+07,201,2.71124e+07,1.76,2.52,2.14,101.82,100.73
6751,92273769,2805517,CNC(=O)N1CCCC(C1)CN2C=CC=C2,Inactive,2,,,199.3,2.76712e+07,202.7,2.67653e+07,1.96,1.43,1.7,100.5,99.44
6752,92273770,45108815,CC1=CC=C(C=C1)C2=CSC(=N)N2C3=CC=CC=C3.[Cl-],Inactive,0,,,202.1,2.73874e+07,205.5,2.66116e+07,0.12,-0.38,-0.13,99.47,98.87
6753,92273771,2805571,C1CCNC(=O)C(C1)NC(=O)NC2=CC=C(C=C2)Cl,Inactive,0,,,203.9,2.77386e+07,201.9,2.68426e+07,-1.06,1.94,0.44,100.74,99.73
6754,92273772,2806658,CC1C[NH+]=C(N1)SCC2=C(C(=C(C(=C2C)C)C)C)C.[Cl-],Inactive,0,,,206,2.74879e+07,210.4,2.68316e+07,-2.44,-3.54,-2.99,99.83,99.69
6755,92273773,45108816,CSC1=NCCN1CC2=CC=CC=C2.[I-],Inactive,5,,,194.4,2.6521e+07,196.5,2.61043e+07,5.17,5.43,5.3,96.32,96.99
6756,92273774,2807754,CC(C)(C)C1=CC(=C(S1)C(=O)OC)NC(=O)NC2=CC=C(C=C2)Cl,Inactive,5,,,194.1,2.6577e+07,196.5,2.59995e+07,5.37,5.43,5.4,96.52,96.6
