PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
153,363678291,16058637,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378943-01/250074970,,Inhibitor,7.6366,99.7862,,83,Complete curve; high efficacy,-5.1171,1.6436,0.9896,-99.7862,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8296,,,,-6.274,,0,,0,0,,2.6257,,-3.411,,2.3981,,-5.7106,-46.5109,,-77.8751,,-97.8296,,,,QC'd by MedChem Express
154,363680593,11414799,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00387248-01/250074574,,Inhibitor,4.8184,80.9915,,83,Complete curve; high efficacy,-5.3171,3.9295,0.9677,-84.9915,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-88.5328,,,,-13.665,,-14.8646,,-6.825,0.9055,,4.4676,,0,,-9.4982,,-4.0165,-62.5577,,-82.3344,,-88.5328,,,,QC'd by Tocris
155,363680925,136237316,COC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)N(CC3CC3)CC4=NC5=C(COCC5)C(=O)N4,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00390606-01/250075210,,Inhibitor,8.5684,95.8124,,83,Complete curve; high efficacy,-5.0671,4.5045,0.9929,-95.3124,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.0581,,,,0,,-7.219,,0,3.4449,,2.2818,,0,,0,,4.599,-18.5767,,-90.6461,,-98.0581,,,,QC'd by MedChem Express
156,384568154,2577,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00095165-08/250074964,,Inhibitor,5.4063,86.7243,,83,Complete curve; high efficacy,-5.2671,3.9295,0.9837,-88.7243,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-94.791,,,,-9.0985,,2.2978,,0,0,,-6.9763,,-0.8508,,0.1196,,-2.238,-61.2332,,-80.0938,,-94.791,,,,QC'd by Selleck
157,384568509,25062766,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00244257-02/250075116,,Inhibitor,6.8061,95.9808,,83,Complete curve; high efficacy,-5.1671,2.7202,0.9711,-101.285,-5.3043,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.8867,,,,-3.9582,,-1.0869,,-9.1999,-9.4672,,-10.2124,,-19.7504,,-13.9618,,-3.8892,-50.2248,,-95.8081,,-99.8867,,,,QC'd by NCGCChem
158,384568635,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263164-07/250075200,,Inhibitor,8.5684,101.475,,83,Complete curve; high efficacy,-5.0671,1.2475,0.9822,-104.975,-3.5,-1.1,0 0 0 0 0 1 0 0 0 0 0,-97.1995,,,,-14.9372,,-1.995,,0,1.0126,,0,,-51.4268,,-6.656,,-21.5472,-42.3048,,-79.7203,,-97.1995,,,,QC'd by ChemieTek
159,384568798,10027278,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346490-06/250074484,,Inhibitor,6.066,78.9646,,83,Complete curve; high efficacy,-5.2171,1.9282,0.9788,-80.9646,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-81.9117,,,,0,,-14.7694,,0.1771,0,,0,,-0.1921,,-3.9998,,-9.2175,-43.5346,,-70.706,,-81.9117,,,,QC'd by Tocris
160,384568934,11715767,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346723-07/250074899,,Inhibitor,9.6139,106.236,,83,Complete curve; high efficacy,-5.0171,1.9673,0.9711,-107.236,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.6651,,,,0,,0,,3.9652,0.3266,,0,,-13.8702,,-4.8158,,0,-27.8323,,-95.6129,,-97.6651,,,,QC'd by MedChem Express
161,384568963,9955116,C[N+](C)(CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)O)[O-],Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346890-02/250074784,,Inhibitor,10.787,103.767,,83,Complete curve; high efficacy,-4.9671,1.4641,0.9721,-107.767,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.0872,,,,0.1075,,-11.7383,,0,-4.9993,,-6.4922,,-9.2143,,-5.4057,,-23.0182,-29.2568,,-81.0079,,-97.0872,,,,QC'd by Tocris
162,384569057,135564632,C1C[C@H](NC1)C2=NC3=C(C(=O)N2)OC4=C3C=C(C=C4)Cl,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378617-04/250074483,,Inhibitor,7.6366,86.904,,83,Complete curve; high efficacy,-5.1171,1.5386,0.9917,-85.404,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-83.7294,,,,-3.0875,,0,,4.4024,4.4342,,0,,-0.3258,,3.6723,,-11.0019,-38.6076,,-66.8332,,-83.7294,,,,QC'd by Tocris
163,384569466,44601455,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)/C=N/NC(=O)CCCCCCC(=O)NO,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00510505-01/250074599,,Inhibitor,7.8367,103.919,,83,Complete curve; high efficacy,-5.1059,1.4641,0.9877,-106.919,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9991,,,,,-7.1402,,-8.703,,-2.5321,,1.4697,1.0837,,-3.7704,,-16.763,,-27.5729,-74.6552,,-97.4636,,-98.9991,,,QC'd by MedChem Express
164,170465422,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00018258-10/250074920,,Inhibitor,12.1032,101.257,,82,Complete curve; high efficacy,-4.9171,4.9549,0.991,-102.257,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.9469,,,,-2.3855,,0,,0,2.0505,,0,,-2.2657,,-7.8857,,-3.7509,0,,-97.3849,,-97.9469,,,,QC'd by Microsource
165,170466311,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00163169-05/250074637,,Inhibitor,12.1032,96.0979,,82,Complete curve; high efficacy,-4.9171,4.095,0.9881,-99.0979,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9001,,,,-4.9062,,0,,0,2.585,,2.6329,,-6.3921,,-9.2923,,-7.7636,-9.2001,,-86.5223,,-98.9001,,,,QC'd by BIOMOL
166,384567834,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015257-18/250075206,,Inhibitor,12.1032,89.101,,82,Complete curve; high efficacy,-4.9171,4.9549,0.9104,-93.101,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.7417,,,,-21.0728,,-18.9308,,-19.0299,-13.0023,,-4.707,,-6.2436,,-9.1255,,2.9244,0,,-87.0101,,-90.7417,,,,QC'd by Microsource
167,384568381,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00179649-13/250075163,,Inhibitor,13.58,89.274,,82,Complete curve; high efficacy,-4.8671,4.9549,0.9389,-93.274,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.9862,,,,-18.7201,,-22.2323,,-5.8683,0,,0,,0,,-3.374,,0,2.9156,,-80.6727,,-91.9862,,,,QC'd by MedChem Express
168,384569208,16048966,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)NC(=O)N,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00390715-04/250074505,,Inhibitor,12.1032,93.1858,,82,Complete curve; high efficacy,-4.9171,4.9549,0.9807,-97.1858,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.9918,,,,-0.5397,,-12.9834,,-3.4852,0,,2.3658,,-1.4235,,-6.6446,,-13.2123,-8.753,,-88.6515,,-96.9918,,,,QC'd by MedChem Express
169,405559025,4724,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00179359-04/250074727,,Inhibitor,12.1032,95.1929,,82,Complete curve; high efficacy,-4.9171,4.095,0.9842,-98.1929,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.1847,,,,0,,1.0378,,0,-0.5424,,0,,-8.8231,,-0.2956,,-13.73,-9.4192,,-84.3749,,-99.1847,,,,QC'd by Prestwick
170,384569517,393111,COC1=C(C=C2C(=C1)C(=O)N3CC(=C)C[C@H]3C=N2)OCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CC(=C)CN6C5=O)OC,Active,81,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00522455-01/250075097,,Inhibitor,0.0014,71.4086,,81,Complete curve; partial efficacy,-8.8671,1.7137,0.9965,-97.7802,-26.3716,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.752,,,,-52.0782,,-82.6943,,-94.1193,-96.109,,-96.525,,-98.2369,,-98.3537,,-98.4156,-98.7679,,-98.3749,,-98.752,,,,QC'd by MedChem Express
171,384568907,9956222,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,Active,78,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346683-02/250074619,,Inhibitor,0.0048,65.3706,,78,Complete curve; partial efficacy,-8.3171,3.99,0.9525,-94.2822,-28.9116,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.6251,,,,-29.093,,-36.2511,,-88.5685,-79.5759,,-90.0219,,-95.5831,,-96.7412,,-97.9145,-98.1537,,-98.8283,,-98.6251,,,,QC'd by Selleck
172,384568842,5277135,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,Active,72,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346565-07/250075059,,Inhibitor,0.0171,79.7501,,72,Complete curve; partial efficacy,-7.7671,0.9,0.9611,-75.7501,4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-88.9086,,,,0,,-6.9029,,-28.995,-39.4112,,-63.884,,-68.3464,,-70.5535,,-68.5316,-68.576,,-74.3677,,-88.9086,,,,QC'd by MedChem Express
173,384569066,11497983,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378734-08/250075086,,Inhibitor,0.0764,88.7115,,71,Complete curve; partial efficacy,-7.1171,0.5,0.9559,-84.7115,4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-79.1361,,,,1.2338,,-10.963,,-27.9625,-28.6192,,-33.0589,,-47.0012,,-75.0841,,-72.7704,-75.3638,,-77.5624,,-79.1361,,,,QC'd by MedChem Express
174,405558592,448013,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181131-04/250074689,,Inhibitor,0.0341,71.8872,,71,Complete curve; partial efficacy,-7.4671,2.4064,0.9935,-72.3872,-0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-77.2103,,,,0.1904,,-1.521,,-4.4006,-22.3584,,-65.2083,,-70.8823,,-70.6346,,-67.4919,-73.2256,,-74.9985,,-77.2103,,,,QC'd by Adooq
175,363677432,448799,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346505-02/250074648,,Inhibitor,0.0541,66.7755,,70,Complete curve; partial efficacy,-7.2671,4.9549,0.9779,-75.7959,-9.0205,-1.2,0 0 0 0 0 0 0 0 0 0 0,-85.9364,,,,-8.3632,,-9.0873,,-16.7408,-4.1837,,-67.1179,,-74.4861,,-74.9182,,-70.0915,-75.3059,,-74.1872,,-85.9364,,,,QC'd by Selleck
176,384568892,6436208,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346661-05/250074788,,Inhibitor,0.1079,78.0551,,70,Complete curve; partial efficacy,-6.9671,3.5722,0.9974,-77.5551,0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-80.4722,,,,0,,0.5659,,0,0,,-18.1146,,-73.0984,,-77.96,,-80.6066,-73.4158,,-75.6677,,-80.4722,,,,QC'd by MedChem Express
177,384569061,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378665-03/250074480,,Inhibitor,0.1524,47.2056,,70,Complete curve; partial efficacy,-6.8171,4.9549,0.9774,-83.7813,-36.5757,-1.2,0 0 0 0 0 0 0 0 0 0 0,-81.6494,,,,-31.3131,,-42.9799,,-36.1082,-35.5986,,-37.6653,,-79.17,,-87.8211,,-85.6608,-84.488,,-77.5978,,-81.6494,,,,QC'd by MedChem Express
178,384569087,447865,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C)/C,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00379024-02/250074772,,Inhibitor,0.0607,71.4207,,70,Complete curve; partial efficacy,-7.2171,3.0654,0.9888,-75.6061,-4.1854,-1.2,0 0 0 0 0 0 0 0 0 0 0,-73.4998,,,,-0.1545,,-12.4621,,-1.4324,-11.0952,,-54.8225,,-76.7442,,-76.6585,,-71.6945,-75.4158,,-77.876,,-73.4998,,,,QC'd by MedChem Express
179,405558867,441276,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00024995-43/250075117,,Inhibitor,0.0681,72.5612,,70,Complete curve; partial efficacy,-7.1671,1.8851,0.9915,-76.5612,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-82.9032,,,,0,,-5.8771,,-7.5606,-15.3018,,-43.0572,,-71.3684,,-77.0119,,-73.8078,-73.3457,,-73.7954,,-82.9032,,,,QC'd by Aobious
180,170465127,2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,Active,69,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015252-12/250075146,,Inhibitor,0.1918,64.7266,,69,Complete curve; partial efficacy,-6.7171,1,0.9504,-79.2067,-14.4801,-1.2,0 0 0 0 0 0 0 0 0 0 0,-92.3155,,,,-17.3907,,-13.7334,,-16.6366,-23.5334,,-30.2018,,-52.9102,,-70.108,,-65.5284,-78.2439,,-68.3484,,-92.3155,,,,QC'd by Vitas
181,384568205,9943465,CN1C=C(C2=CC=CC=C21)/C=C\3/C4=C(C=CC=N4)NC3=O,Active,69,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00161398-06/250074775,,Inhibitor,0.1524,72.3101,,69,Complete curve; partial efficacy,-6.8171,0.8,0.9189,-76.3101,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-73.0749,,,,-6.9271,,0,,-23.6429,-27.6363,,-12.4101,,-50.2616,,-64.5793,,-70.6181,-74.425,,-71.8473,,-73.0749,,,,QC'd by MedChem Express
182,384569245,57030,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O,Active,69,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00480786-02/250074724,,Inhibitor,0.1358,73.018,,69,Complete curve; partial efficacy,-6.8671,2.2481,0.9953,-73.518,-0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-68.3812,,,,0,,0,,-4.1546,0,,-16.1885,,-55.7797,,-74.504,,-74.4267,-75.4797,,-73.5317,,-68.3812,,,,QC'd by DC Chemicals
183,384567928,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Active,68,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016270-13/250075093,,Inhibitor,0.4294,61.4581,,68,Complete curve; partial efficacy,-6.3671,3.99,0.9363,-84.2812,-22.8232,-1.2,0 0 0 0 0 0 0 0 0 0 0,-87.9943,,,,-16.2754,,-15.686,,-28.7219,-35.8152,,-30.724,,-26.7003,,-77.4137,,-70.4266,-88.6475,,-88.9042,,-87.9943,,,,QC'd by Selleck
184,170464739,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Active,66,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00091505-07/250074649,,Inhibitor,1.9182,74.8907,,66,Complete curve; partial efficacy,-5.7171,1.8617,0.9843,-97.9754,-23.0847,-1.2,0 0 0 0 0 0 0 0 0 0 0,-100.179,,,,-24.3294,,-27.3611,,-29.0195,-15.9039,,-19.8459,,-27.0331,,-29.4243,,-67.3092,-86.8468,,-96.3705,,-100.179,,,,QC'd by Labotest
185,384568513,35802,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00246966-11/250074654,,Inhibitor,0.9614,75.9736,,66,Complete curve; partial efficacy,-6.0171,1.8265,0.9914,-74.4736,1.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-72.7252,,,,-0.2963,,0.7865,,0,3.9309,,0,,0,,-28.5037,,-61.3859,-66.2468,,-79.8014,,-72.7252,,,,QC'd by MedChem Express
186,170464914,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Active,65,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016806-13/250075152,,Inhibitor,1.5237,76.2593,,65,Complete curve; partial efficacy,-5.8171,4.4495,0.9581,-79.2593,-3,-1.2,0 0 0 0 0 0 0 0 0 0 0,-97.8509,,,,-4.9195,,0,,-7.4562,-4.9956,,0,,-2.3668,,-4.6822,,-66.9552,-69.2335,,-69.5592,,-97.8509,,,,QC'd by Microsource
187,377020186,53322732,COC1=NC=C(C=C1)NC2=NC(=NC(=C2)C3=CN=C(N=C3)N)N4CCOCC4,Active,65,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00345849-02/250075199,,Inhibitor,1.0787,61.1196,,65,Complete curve; partial efficacy,-5.9671,3.5722,0.9717,-74.6257,-13.5061,-1.2,0 0 0 0 0 0 0 0 0 0 0,-75.3656,,,,-21.8747,,-19.0901,,-19.7681,-8.9166,,-7.9218,,-14.6044,,-23.5582,,-68.6475,-69.7415,,-79.2831,,-75.3656,,,,QC'd by SynKinase
188,405558550,135410875,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Active,65,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00166414-11/250074987,,Inhibitor,1.7096,74.9945,,65,Complete curve; partial efficacy,-5.7671,3.9295,0.9647,-78.9945,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-88.3607,,,,-18.8374,,-3.845,,0,-1.3949,,-1.0457,,-7.0418,,0,,-57.5155,-72.614,,-74.032,,-88.3607,,,,QC'd by Aobious
189,405558874,67683363,C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC,Active,65,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00522503-01/250075191,,Inhibitor,1.5237,67.9035,,65,Complete curve; partial efficacy,-5.8171,3.132,0.9041,-76.0012,-8.0977,-1.2,0 0 0 0 0 0 0 0 0 0 0,-81.0196,,,,-9.5999,,-23.02,,-10.747,-31.995,,-4.8699,,-3.4148,,-13.5971,,-59.4919,-72.8766,,-71.7685,,-81.0196,,,,QC'd by MedChem Express
190,170465292,2444,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br,Active,64,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00249891-01/250074604,,Inhibitor,2.7096,66.4674,,64,Complete curve; partial efficacy,-5.5671,0.9,0.9766,-81.494,-15.0266,-1.2,0 0 0 0 0 0 0 0 0 0 0,-74.5561,,,,-12.9388,,-16.3719,,-14.7134,-16.9185,,-14.8108,,-25.8068,,-34.1811,,-37.0522,-65.4867,,-73.2871,,-74.5561,,,,QC'd by GVK
191,363677543,10339779,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Active,64,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346805-02/250074621,,Inhibitor,3.4111,80.9198,,64,Complete curve; partial efficacy,-5.4671,2.2526,0.995,-79.9198,1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-81.5999,,,,-0.889,,0,,0,0,,0,,4.8541,,0,,-18.898,-67.5756,,-74.194,,-81.5999,,,,QC'd by Tocris
192,174006381,20635522,CC1=CC(=C(C=C1SC2=CN=C(S2)NC(=O)C3=CC=C(C=C3)CNC(C)C(C)C)C(=O)N4CCN(CC4)C(=O)C)OC,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346941-01/250075136,,Inhibitor,3.8274,67.6421,,63,Complete curve; partial efficacy,-5.4171,4.9549,0.9873,-66.1421,1.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-70.0389,,,,-0.0159,,-0.4036,,-0.4939,4.1476,,0,,3.9051,,0,,0,-65.2894,,-58.6157,,-70.0389,,,,QC'd by Chemscene
193,377020478,456214,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00025219-10/250074929,,Inhibitor,8.5684,76.8485,,63,Complete curve; partial efficacy,-5.0671,1.8265,0.9711,-104.812,-27.9633,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.6929,,,,-27.2484,,-19.9695,,-29.5437,-32.3503,,-31.0626,,-32.1967,,-32.8836,,-38.1238,-52.3442,,-96.3301,,-98.6929,,,,QC'd by MedChem Express
