RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,0.000914495,0.00155464,0.00263993,0.00459575,0.0064826,0.00912159,0.0137872,0.0269967,0.0413617,0.0569821,0.0820943,0.124085,0.188912,0.246899,0.423153,0.738849,1.11677,1.70021,2.22209,3.66561,6.6433,10,13.3629,20,40,
326,363677104,656668,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00185768-03/250023142,,Inactive,,,,0,,-6.5,4.9549,0.7677,12.5,-2.3503,4,0 0 0 0 0 0 0 0,17.7235,,,,,,-3.2086,,-0.7639,,,-3.0558,,,0.6112,,17.3415,,,4.7746,,10.1604,,,17.7235,,QC'd by Selleck
327,363677378,9952773,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00345834-05/250023437,,Inactive,,,,0,,-4.85,4.9549,0.7622,24,-2.4391,4,0 0 0 0 0 0 0 0,19.8781,,,,,,2.5864,,-2.6972,,,1.0345,,,-6.7246,,2.4755,,,-9.5326,,-4.0273,,,19.8781,,QC'd by MedChem Express
328,363677485,11581936,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346630-05/250023604,,Inactive,,,,0,,-5.7,1.4641,0.8671,24,-3.0934,4,0 0 0 0 0 0 0 0,19.184,,,,,,-5.9112,,1.4869,,,-5.8386,,,-2.6836,,6.2013,,,6.854,,25.7842,,,19.184,,QC'd by Glixx
329,363677579,45359724,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)CC4[C@@]3(CCC5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00347372-02/250023579,,Inactive,,,,0,,-6.2691,3.5117,0.8719,-13.4809,-0.5,4,0 0 0 0 0 0 1 0,-13.7341,,,-3.9947,,2.6251,,,-0.875,,-0.6468,,,0.6848,,-7.3426,,,50.9416,,,-13.7341,,,,,QC'd by Analyticon
330,363677853,68414868,CC1CCN(CC1)C(C2=CC=C(C=C2)F)C3=C(C=C(C=C3)C(C)C(=O)O)C4=CC=C(C=C4)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370782-01/250023008,,Inactive,,,,0,,-5.35,4.9549,0.9342,20,-2.9484,4,0 0 0 0 0 0 0 1,-11.0694,,,,,,-1.0131,,-4.0525,,,0.5253,,,-2.8518,,-4.015,,,-4.5403,,17.1107,,,-11.0694,,QC'd by Tocris
331,363677865,9938990,CN(C)C(=O)NC1(CCN(CC1)CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370814-01/250022961,,Inactive,,,,0,,-5.5,3.99,0.9534,19,0.1816,4,0 0 0 0 0 0 0 1,-11.4132,,,,,,-1.932,,2.6118,,,0.6082,,,0.9302,,-1.0018,,,3.7209,,17.8891,,,-11.4132,,QC'd by Tocris
332,363677888,11238212,CN(C)C1=NC(=NC2=CC=CC=C21)NC3CCC(CC3)NCCC4=C(C=C(C=C4)Br)OC(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370856-01/250023414,,Inactive,,,,0,,-5.35,4.9549,0.7788,-11.6567,0,4,0 0 0 0 0 0 0 0,-10.964,,,,,,0.57,,-4.1241,,,1.6764,,,-2.8835,,4.1911,,,1.777,,-10.6287,,,-10.964,,QC'd by Tocris
333,363677998,10314719,CC1(CCC(C2=C1C=CC(=C2)C#CC3=CC=C(C=C3)C(=O)O)(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00371028-01/250022968,,Inactive,,,,0,,-6.5,4.9549,0.9128,18,1,4,0 0 0 0 0 0 1 0,13.2737,,,,,,0.7513,,1.2522,,,1.61,,,4.5081,,22.0036,,,17.9249,,95.4562,,,13.2737,,QC'd by Tocris
334,363678007,23642319,CCC(=O)C1=C(N(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)S(=O)(=O)N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00371047-02/250023532,,Inactive,,,,0,,-4.95,3.0654,0.9701,31.5,2,4,0 0 0 0 0 0 0 0,27.3416,,,,,,0.2707,,0.0541,,,5.1074,,,2.4003,,1.4257,,,2.5447,,7.1287,,,27.3416,,QC'd by MedChem Express
335,363678106,153241,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)O[C@H]3CCOC3)C4=CN=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378589-01/250023174,,Inactive,,,,0,,-5.35,4.9549,0.7441,30,2.4416,4,0 0 0 0 0 0 0 1,-1.5279,,,,,,9.1673,,4.5455,,,-0.6875,,,10.4278,,-0.6494,,,-1.2987,,26.7762,,,-1.5279,,QC'd by MedChem Express
336,363678113,58223272,C1C[C@H](CNC1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378594-02/250023447,,Inactive,,,,0,,-7.9,4.9549,0.8254,-7.39,10.5,4,0 0 0 0 0 0 0 0,-5.3575,,,,,,7.5374,,-7.9438,,,-3.8426,,,-6.0595,,-7.2788,,,-11.1583,,-10.1977,,,-5.3575,,QC'd by MedChem Express
337,363678201,11168182,CN(C)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)CCC4CCCC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378788-02/250023572,,Inactive,,,,0,,-5.3,4.9549,0.5457,-15.5766,5,4,0 0 0 0 0 0 0 0,-14.6471,,,,,,1.8261,,12.6688,,,2.2446,,,-1.712,,-4.2229,,,20.0875,,-13.5058,,,-14.6471,,QC'd by Axon Medchem
338,363679203,121439609,CCC1=C(C(=CC=C1)CC)N2C(=C(C=C(C2=O)C3=NC(=CS3)C4=CC=C(C=C4)C(F)(F)F)C(=O)N5CCNCC5)C=C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00384350-01/250023410,,Inactive,,,,0,,-5.5578,4.9549,0.7143,30,0.8613,4,0 0 0 0 0 0 0 1,-10.7963,,,,7.3764,,,-4.9288,,5.3311,,,-1.4082,,,3.9229,,-5.5323,,,22.1961,,-10.7963,,,,QC'd by NCGCChem
339,363679368,57509438,CCC(C)C(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C(C)C)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00384808-01/250023620,,Inactive,,,,0,,-7.0078,1.9673,0.8632,30.2803,1.2815,4,0 0 0 0 0 0 0 1,12.5839,,,,4.4968,,,-1.0154,,5.1859,,,19.9093,,,25.0952,,39.8187,,,23.427,,12.5839,,,,QC'd by Analyticon
340,363680075,44715466,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC[C@@]45[C@]3(C[C@H]([C@@]6([C@H]4CC(CC6)(C)C)CO5)O)C)C)(C)CO)O[C@H]7[C@@H]([C@H]([C@H](CO7)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386040-01/250023483,,Inactive,,,,0,,-6.0191,4.9549,0.9001,16,-2.6397,4,0 0 0 0 0 0 0 0,13.8787,,,-2.4081,,-3.2904,,,-5.5331,,-2.9228,,,2.9228,,-3.4375,,,16.8566,,,13.8787,,,,,QC'd by Analyticon
341,363680582,52936725,CC1=CC(=CC(=C1)C2=C(C3=CC(=C(C=C3N=C2)Cl)C4=CC(=CC=C4)O)OCCCN)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00387228-01/250023034,,Inactive,,,,0,,-5.5,4.9549,0.9731,16.5,-3.4935,4,0 0 0 0 0 0 0 1,-12.7316,,,,,,-4.486,,-1.3985,,,-3.2147,,,-4.595,,-4.9946,,,-0.7446,,16.0371,,,-12.7316,,QC'd by Tocris
342,363680662,16760291,C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00387775-03/250023064,,Inactive,,,,0,,,,,0,0,4,,37.9554,,,,,,15.0677,,75.2623,,,108.106,,,6.0652,,7.3622,,,8.4684,,38.1842,,,37.9554,,QC'd by Bio Vision
343,363680844,57882748,CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00389741-01/250023608,,Inactive,,,,0,,-6.4,4.9549,0.8002,4.5,-5.4859,4,0 0 0 0 0 0 1 0,3.9166,,,,,,-4.4243,,-6.7452,,,-3.2638,,,-7.0716,,8.1596,,,1.4143,,38.3318,,,3.9166,,QC'd by APExBIO
344,363680991,91885485,CC(C)(C)C1=NN2C(=CC(=NC2=C1)C(=O)N(CCN(C)C)CC3=CC=CC=C3)C4=CC=C(C=C4)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00402234-02/250023209,,Inactive,,,,0,,-7.6,3.99,0.4698,8.5,-0.0208,4,0 0 0 0 0 0 0 0,13.1839,,,,,,-0.0174,,4.6031,,,10.3352,,,7.556,,3.2135,,,4.881,,11.5164,,,13.1839,,QC'd by Glixx
345,363681116,91754489,CN1CCN(CC1)C2=CC(=CC(=C2Cl)NC3=NN4C(=CN=C4C(=C3)NC5CC5)C#N)NC(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00481082-01/250023333,,Inactive,,,,0,,,,,0,0,4,,-15.2824,,,,,,-0.2798,,4.1965,,,4.791,,,18.7096,,97.9542,,,66.7599,,-14.548,,,-15.2824,,QC'd by Piramal
346,363681159,25141092,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00484067-03/250023079,,Inactive,,,,0,,-5.5,4.9549,0.7648,22.5,-2.0776,4,0 0 0 0 0 0 0 1,-17.6235,,,,,,-9.2314,,-3.2043,,,1.7929,,,6.1415,,-4.8064,,,1.4877,,21.7051,,,-17.6235,,QC'd by Selleck
347,363681407,9864378,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC=C(C=C5)/C=C/C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00485908-01/250023418,,Inactive,,,,0,,-5.4,4.095,0.8697,9,-2.9145,4,0 0 0 0 0 0 0 1,-8.9522,,,,,,-2.1459,,-3.8223,,,-0.1006,,,-4.9288,,-3.9564,,,-2.0788,,7.7117,,,-8.9522,,QC'd by MedChem Express
348,363681466,14037387,CC1C2C(C(C(O1)OC3C(C(COC3OC(=O)C45CCC(CC4C6=CCC7C(C6(CC5O)C)(CCC8C7(CC(C(C8(C)CO)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(CO1)OC(=O)CC(CC(=O)O2)(C)O)O)O)O)C)C)(C)C)O)O)O)OC1C(C(C(CO1)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00485987-01/250023355,,Inactive,,,,0,,-5.6578,4.5045,0.5972,-11.9965,4,4,0 0 0 0 0 1 0 0,-12.0804,,,,-2.2316,,,-0.9775,,4.6662,,,2.0841,,,16.1011,,109.609,,,-9.7197,,-12.0804,,,,QC'd by MedChem Express
349,377020276,17756796,CCN(CC)CC1CCN(CC1)C2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00159563-02/250023220,,Inactive,,,,0,,-5.35,4.9549,0.9315,19,-0.6892,4,0 0 0 0 0 0 0 1,-9.3973,,,,,,1.4417,,-2.6576,,,1.8933,,,-0.1563,,-1.9628,,,-1.4765,,16.9012,,,-9.3973,,QC'd by Tocris
350,377020300,49835991,C1=CC=C2C(=C1)C3=NC4=NN=NN4N=C3C2=O.C1=CC=C2C(=C1)C3=NN4C(=NN=N4)N=C3C2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00387419-01/250023158,,Inactive,,,,0,,,,,0,0,4,,-16.081,,,,,,-3.5141,,3.4759,,,-2.33,,,2.139,,21.5432,,,41.7112,,-15.8518,,,-16.081,,QC'd by Stemgent
351,377020354,3013166,CC(=CCC1=C2C(=CC=C1)C(=CN2)C3=C(C(=O)C(=C(C3=O)O)C4=C(NC5=CC=CC=C54)C(C)(C)C=C)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00025307-02/250023113,,Inactive,,,,0,,-5.1,1.331,0.6505,-12.9931,-1.5,4,0 0 0 0 0 1 0 0,-10.8275,,,,,,-5.5733,,-1.5575,,,1.9328,,,1.2197,,-4.1847,,,76.6185,,-5.8735,,,-10.8275,,QC'd by Tocris
352,384568297,9549297,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00165902-08/250023499,,Inactive,,,,0,,,,,0,0,4,,-8.5846,,,,,,-0.6801,,1.0846,,,0.3493,,,0.3493,,-1.1213,,,-0.0551,,-7.0037,,,-8.5846,,QC'd by Bio Vision
353,384568827,49867926,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346541-04/250023334,,Inactive,,,,0,,-5.3,2.4064,0.5276,-12.2815,-1,4,0 0 0 0 0 0 0 1,-3.8818,,,,,,-1.3289,,4.861,,,-3.602,,,-3.0775,,-1.0142,,,-2.448,,-8.5679,,,-3.8818,,QC'd by APExBIO
354,384568833,44240850,CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)NC2=NN=CS2,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346547-03/250023224,,Inactive,,,,0,,-6.65,3.9295,0.9254,4,-3.6405,4,0 0 0 0 0 0 0 1,-6.2272,,,,,,-2.4458,,-3.4519,,,-5.1171,,,0.6071,,5.1865,,,3.5906,,2.9662,,,-6.2272,,QC'd by Selleck
355,384568870,25229526,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346634-02/250023641,,Inactive,,,,0,,-4.9,4.9549,0.5898,-11.3804,2.5,4,0 0 0 0 0 1 0 0,-10.317,,,,,,-3.5465,,1.7195,,,4.5495,,,-0.0716,,9.4573,,,50.0448,,2.0061,,,-10.317,,QC'd by Selleck
356,384569140,66555680,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386433-04/250023287,,Inactive,,,,0,,-4.85,4.9549,0.9575,23,-2.3187,4,0 0 0 0 0 0 0 0,19.2601,,,,,,0.9667,,-1.5616,,,-1.2642,,,-2.4168,,-3.7553,,,-4.0156,,-2.1194,,,19.2601,,QC'd by Selleck
357,384569201,73425588,CCCCNC1=NC=C2C(=CN(C2=N1)C3CCC(CC3)O)C4=CC=C(C=C4)CN5CCN(CC5)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00390618-03/250023464,,Inactive,,,,0,,,,,0,0,4,,-15.9007,,,,,,13.4007,,2.4081,,,-0.0184,,,1.011,,-10.3493,,,-0.8272,,18.2904,,,-15.9007,,QC'd by MedChem Express
358,384569395,3038517,CN(CC1=CC=CC=C1)CC2=C(SC3=C2C(=O)N(C(=O)N3CC4=C(C=CC=C4F)F)C5=CC=CC=C5)C6=CC=C(C=C6)NC(=O)NOC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00509985-02/250023540,,Inactive,,,,0,,-5.7,4.9549,0.9057,22.5,0.8598,4,0 0 0 0 0 0 0 0,19.2204,,,,,,-0.9204,,-0.8121,,,3.0861,,,6.1902,,-2.6169,,,14.9973,,25.7174,,,19.2204,,QC'd by Glixx
359,384569399,71219,C1CNCCC1CCC2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00509991-01/250023672,,Inactive,,,,0,,-5.5,1.7529,0.9664,14.5,-1.9662,4,0 0 0 0 0 0 0 1,-9.4381,,,,,,-1.3588,,-2.791,,,-0.8079,,,-3.3052,,-0.2203,,,3.6724,,10.8704,,,-9.4381,,QC'd by MedChem Express
360,384569439,52920501,CC1=CC2=C(N1)C=CC(=C2)OC3=NC(=NC=C3)NC4=CC=CC(=C4)CS(=O)(=O)NCCN(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00510476-01/250023045,,Inactive,,,,0,,-5.3,4.9549,0.4876,5,-2.0652,4,0 0 0 0 0 0 0 1,-4.1591,,,,,,-1.3258,,-2.9241,,,-0.8899,,,0.2361,,-1.0716,,,-7.1377,,4.2317,,,-4.1591,,QC'd by MedChem Express
361,405558746,91503,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00180461-02/250023481,,Inactive,,,,0,,-5.65,1.8851,0.9885,10,-2.9632,4,0 0 0 0 0 0 0 0,10.0551,,,,,,-2.4081,,-2.8125,,,-3.0699,,,-4.136,,-1.1213,,,3.2537,,8.6213,,,10.0551,,QC'd by Prestwick
362,406861833,3634,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00016622-10/250023084,,Inactive,,,,0,,-4.85,4.9549,0.7446,-13.7819,-0.5,4,0 0 0 0 0 0 0 0,-11.9016,,,,,,-0.4196,,-3.4713,,,-1.5258,,,-1.1825,,-1.6403,,,4.0435,,1.9455,,,-11.9016,,QC'd by Microsource
363,406861856,24802973,COC1=CC=CC=C1OCCN2CC(OCC2=O)COC3=CC=CC4=C3C5=CC=CC=C5N4,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370679-02/250023087,,Inactive,,,,0,,-7.65,3.2475,0.8093,1,-9.4368,4,0 0 0 0 0 0 0 1,-3.5857,,,,,,-8.6973,,-2.5558,,,1.4877,,,3.5857,,-0.7629,,,1.9073,,-1.7929,,,-3.5857,,QC'd by SynKinase
364,406861858,45359344,CC1=CC2[C@](C(C1=O)O)([C@]3(C(CC(C34CO4)O2)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00380410-02/250023462,,Inactive,,,,0,,-6.25,1.5095,0.9556,19.5,-1.8162,4,0 0 0 0 0 1 0 0,17.9596,,,,,,,,-1.9301,,0.4596,,,-1.7463,,9.4669,,,13.4007,,63.4007,,,21.5257,,17.9596,QC'd by Analyticon
365,406861861,129626603,CC1=C2C(=C(C=C1)NCCN(C)CCNC3=C4C=CC(=CC4=NC=C3)Cl)C(=O)C5=CC=CC=C5S2,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00651732-01/250023617,,Inactive,,,,0,,-5.7578,4.095,0.8041,15,-2.3758,4,0 0 0 0 0 0 0 1,-8.7761,,,,-0.5802,,,-3.8803,,3.0462,,,-5.7298,,,-5.1496,,-0.0725,,,13.8169,,-8.7761,,,,QC'd by Selleck
